Year,Month,Date,Region,CrimeType,CrimeCount
2022,12,2022-12-01,Hardap,Sexual Offence,17
2022,12,2022-12-01,Hardap,Housebreaking,54
2022,12,2022-12-01,Hardap,Fraud,21
2022,12,2022-12-01,Hardap,Car Theft,13
2022,12,2022-12-01,Hardap,Drug Related,54
2022,12,2022-12-01,ǁKaras,Theft,62
2022,12,2022-12-01,ǁKaras,Assault,56
2022,12,2022-12-01,ǁKaras,Robbery,29
2022,12,2022-12-01,ǁKaras,Sexual Offence,17
2022,12,2022-12-01,ǁKaras,Housebreaking,53
2022,12,2022-12-01,ǁKaras,Fraud,35
2022,12,2022-12-01,ǁKaras,Car Theft,8
2022,12,2022-12-01,ǁKaras,Drug Related,31
2022,12,2022-12-01,Omaheke,Theft,69
2022,12,2022-12-01,Omaheke,Assault,57
2022,12,2022-12-01,Omaheke,Robbery,40
2022,12,2022-12-01,Omaheke,Sexual Offence,23
2022,12,2022-12-01,Omaheke,Housebreaking,46
2022,12,2022-12-01,Omaheke,Fraud,23
2022,12,2022-12-01,Omaheke,Car Theft,13
2022,12,2022-12-01,Omaheke,Drug Related,41
2023,1,2023-01-01,Khomas,Theft,160
2023,1,2023-01-01,Khomas,Assault,114
2023,1,2023-01-01,Khomas,Robbery,77
2023,1,2023-01-01,Khomas,Sexual Offence,39
2023,1,2023-01-01,Khomas,Housebreaking,113
2023,1,2023-01-01,Khomas,Fraud,60
2023,1,2023-01-01,Khomas,Car Theft,32
2023,1,2023-01-01,Khomas,Drug Related,81
2023,1,2023-01-01,Erongo,Theft,186
2023,1,2023-01-01,Erongo,Assault,120
2023,1,2023-01-01,Erongo,Robbery,73
2023,1,2023-01-01,Erongo,Sexual Offence,48
2023,1,2023-01-01,Erongo,Housebreaking,112
2023,1,2023-01-01,Erongo,Fraud,65
2023,1,2023-01-01,Erongo,Car Theft,37
2023,1,2023-01-01,Erongo,Drug Related,92
2023,1,2023-01-01,Oshana,Theft,175
2023,1,2023-01-01,Oshana,Assault,127
2023,1,2023-01-01,Oshana,Robbery,65
2023,1,2023-01-01,Oshana,Sexual Offence,38
2023,1,2023-01-01,Oshana,Housebreaking,101
2023,1,2023-01-01,Oshana,Fraud,67
2023,1,2023-01-01,Oshana,Car Theft,25
2023,1,2023-01-01,Oshana,Drug Related,92
2023,1,2023-01-01,Ohangwena,Theft,179
2023,1,2023-01-01,Ohangwena,Assault,144
2023,1,2023-01-01,Ohangwena,Robbery,70
2023,1,2023-01-01,Ohangwena,Sexual Offence,50
2023,1,2023-01-01,Ohangwena,Housebreaking,114
2023,1,2023-01-01,Ohangwena,Fraud,51
2023,1,2023-01-01,Ohangwena,Car Theft,22
2023,1,2023-01-01,Ohangwena,Drug Related,76
2023,1,2023-01-01,Oshikoto,Theft,70
2023,1,2023-01-01,Oshikoto,Assault,42
2023,1,2023-01-01,Oshikoto,Robbery,23
2023,1,2023-01-01,Oshikoto,Sexual Offence,17
2023,1,2023-01-01,Oshikoto,Housebreaking,48
2023,1,2023-01-01,Oshikoto,Fraud,30
2023,1,2023-01-01,Oshikoto,Car Theft,10
2023,1,2023-01-01,Oshikoto,Drug Related,38
2023,1,2023-01-01,Omusati,Theft,61
2023,1,2023-01-01,Omusati,Assault,41
2023,1,2023-01-01,Omusati,Robbery,26
2023,1,2023-01-01,Omusati,Sexual Offence,17
2023,1,2023-01-01,Omusati,Housebreaking,45
2023,1,2023-01-01,Omusati,Fraud,14
2023,1,2023-01-01,Omusati,Car Theft,15
2023,1,2023-01-01,Omusati,Drug Related,41
2023,1,2023-01-01,Kunene,Theft,59
2023,1,2023-01-01,Kunene,Assault,58
2023,1,2023-01-01,Kunene,Robbery,28
2023,1,2023-01-01,Kunene,Sexual Offence,17
2023,1,2023-01-01,Kunene,Housebreaking,49
2023,1,2023-01-01,Kunene,Fraud,29
2023,1,2023-01-01,Kunene,Car Theft,14
2023,1,2023-01-01,Kunene,Drug Related,23
2023,1,2023-01-01,Otjozondjupa,Theft,68
2023,1,2023-01-01,Otjozondjupa,Assault,45
2023,1,2023-01-01,Otjozondjupa,Robbery,32
2023,1,2023-01-01,Otjozondjupa,Sexual Offence,16
2023,1,2023-01-01,Otjozondjupa,Housebreaking,36
2023,1,2023-01-01,Otjozondjupa,Fraud,25
2023,1,2023-01-01,Otjozondjupa,Car Theft,8
2023,1,2023-01-01,Otjozondjupa,Drug Related,33
2023,1,2023-01-01,Kavango East,Theft,179
2023,1,2023-01-01,Kavango East,Assault,114
2023,1,2023-01-01,Kavango East,Robbery,68
2023,1,2023-01-01,Kavango East,Sexual Offence,31
2023,1,2023-01-01,Kavango East,Housebreaking,121
2023,1,2023-01-01,Kavango East,Fraud,62
2023,1,2023-01-01,Kavango East,Car Theft,32
2023,1,2023-01-01,Kavango East,Drug Related,94
2023,1,2023-01-01,Kavango West,Theft,63
2023,1,2023-01-01,Kavango West,Assault,61
2023,1,2023-01-01,Kavango West,Robbery,23
2023,1,2023-01-01,Kavango West,Sexual Offence,20
2023,1,2023-01-01,Kavango West,Housebreaking,39
2023,1,2023-01-01,Kavango West,Fraud,21
2023,1,2023-01-01,Kavango West,Car Theft,13
2023,1,2023-01-01,Kavango West,Drug Related,22
2023,1,2023-01-01,Zambezi,Theft,62
2023,1,2023-01-01,Zambezi,Assault,55
2023,1,2023-01-01,Zambezi,Robbery,19
2023,1,2023-01-01,Zambezi,Sexual Offence,10
2023,1,2023-01-01,Zambezi,Housebreaking,38
2023,1,2023-01-01,Zambezi,Fraud,19
2023,1,2023-01-01,Zambezi,Car Theft,11
2023,1,2023-01-01,Zambezi,Drug Related,32
2023,1,2023-01-01,Hardap,Theft,60
2023,1,2023-01-01,Hardap,Assault,49
2023,1,2023-01-01,Hardap,Robbery,34
2023,1,2023-01-01,Hardap,Sexual Offence,13
2023,1,2023-01-01,Hardap,Housebreaking,33
2023,1,2023-01-01,Hardap,Fraud,20
2023,1,2023-01-01,Hardap,Car Theft,10
2023,1,2023-01-01,Hardap,Drug Related,32
2023,1,2023-01-01,ǁKaras,Theft,55
2023,1,2023-01-01,ǁKaras,Assault,49
2023,1,2023-01-01,ǁKaras,Robbery,25
2023,1,2023-01-01,ǁKaras,Sexual Offence,13
2023,1,2023-01-01,ǁKaras,Housebreaking,33
2023,1,2023-01-01,ǁKaras,Fraud,33
2023,1,2023-01-01,ǁKaras,Car Theft,22
2023,1,2023-01-01,ǁKaras,Drug Related,40
2023,1,2023-01-01,Omaheke,Theft,81
2023,1,2023-01-01,Omaheke,Assault,52
2023,1,2023-01-01,Omaheke,Robbery,23
2023,1,2023-01-01,Omaheke,Sexual Offence,16
2023,1,2023-01-01,Omaheke,Housebreaking,42
2023,1,2023-01-01,Omaheke,Fraud,33
2023,1,2023-01-01,Omaheke,Car Theft,8
2023,1,2023-01-01,Omaheke,Drug Related,26
2023,2,2023-02-01,Khomas,Theft,153
2023,2,2023-02-01,Khomas,Assault,116
2023,2,2023-02-01,Khomas,Robbery,72
2023,2,2023-02-01,Khomas,Sexual Offence,38
2023,2,2023-02-01,Khomas,Housebreaking,105
2023,2,2023-02-01,Khomas,Fraud,58
2023,2,2023-02-01,Khomas,Car Theft,33
2023,2,2023-02-01,Khomas,Drug Related,71
2023,2,2023-02-01,Erongo,Theft,159
2023,2,2023-02-01,Erongo,Assault,122
2023,2,2023-02-01,Erongo,Robbery,75
2023,2,2023-02-01,Erongo,Sexual Offence,44
2023,2,2023-02-01,Erongo,Housebreaking,115
2023,2,2023-02-01,Erongo,Fraud,47
2023,2,2023-02-01,Erongo,Car Theft,28
2023,2,2023-02-01,Erongo,Drug Related,85
2023,2,2023-02-01,Oshana,Theft,169
2023,2,2023-02-01,Oshana,Assault,103
2023,2,2023-02-01,Oshana,Robbery,67
2023,2,2023-02-01,Oshana,Sexual Offence,51
2023,2,2023-02-01,Oshana,Housebreaking,118
2023,2,2023-02-01,Oshana,Fraud,51
2023,2,2023-02-01,Oshana,Car Theft,25
2023,2,2023-02-01,Oshana,Drug Related,69
2023,2,2023-02-01,Ohangwena,Theft,160
2023,2,2023-02-01,Ohangwena,Assault,94
2023,2,2023-02-01,Ohangwena,Robbery,51
2023,2,2023-02-01,Ohangwena,Sexual Offence,42
2023,2,2023-02-01,Ohangwena,Housebreaking,108
2023,2,2023-02-01,Ohangwena,Fraud,47
2023,2,2023-02-01,Ohangwena,Car Theft,20
2023,2,2023-02-01,Ohangwena,Drug Related,81
2023,2,2023-02-01,Oshikoto,Theft,51
2023,2,2023-02-01,Oshikoto,Assault,49
2023,2,2023-02-01,Oshikoto,Robbery,23
2023,2,2023-02-01,Oshikoto,Sexual Offence,12
2023,2,2023-02-01,Oshikoto,Housebreaking,44
2023,2,2023-02-01,Oshikoto,Fraud,19
2023,2,2023-02-01,Oshikoto,Car Theft,11
2023,2,2023-02-01,Oshikoto,Drug Related,27
2023,2,2023-02-01,Omusati,Theft,63
2023,2,2023-02-01,Omusati,Assault,46
2023,2,2023-02-01,Omusati,Robbery,21
2023,2,2023-02-01,Omusati,Sexual Offence,9
2023,2,2023-02-01,Omusati,Housebreaking,44
2023,2,2023-02-01,Omusati,Fraud,13
2023,2,2023-02-01,Omusati,Car Theft,7
2023,2,2023-02-01,Omusati,Drug Related,22
2023,2,2023-02-01,Kunene,Theft,57
2023,2,2023-02-01,Kunene,Assault,36
2023,2,2023-02-01,Kunene,Robbery,26
2023,2,2023-02-01,Kunene,Sexual Offence,13
2023,2,2023-02-01,Kunene,Housebreaking,37
2023,2,2023-02-01,Kunene,Fraud,20
2023,2,2023-02-01,Kunene,Car Theft,12
2023,2,2023-02-01,Kunene,Drug Related,31
2023,2,2023-02-01,Otjozondjupa,Theft,47
2023,2,2023-02-01,Otjozondjupa,Assault,54
2023,2,2023-02-01,Otjozondjupa,Robbery,23
2023,2,2023-02-01,Otjozondjupa,Sexual Offence,17
2023,2,2023-02-01,Otjozondjupa,Housebreaking,41
2023,2,2023-02-01,Otjozondjupa,Fraud,19
2023,2,2023-02-01,Otjozondjupa,Car Theft,11
2023,2,2023-02-01,Otjozondjupa,Drug Related,34
2023,2,2023-02-01,Kavango East,Theft,160
2023,2,2023-02-01,Kavango East,Assault,109
2023,2,2023-02-01,Kavango East,Robbery,64
2023,2,2023-02-01,Kavango East,Sexual Offence,43
2023,2,2023-02-01,Kavango East,Housebreaking,99
2023,2,2023-02-01,Kavango East,Fraud,39
2023,2,2023-02-01,Kavango East,Car Theft,26
2023,2,2023-02-01,Kavango East,Drug Related,78
2023,2,2023-02-01,Kavango West,Theft,46
2023,2,2023-02-01,Kavango West,Assault,39
2023,2,2023-02-01,Kavango West,Robbery,42
2023,2,2023-02-01,Kavango West,Sexual Offence,11
2023,2,2023-02-01,Kavango West,Housebreaking,49
2023,2,2023-02-01,Kavango West,Fraud,28
2023,2,2023-02-01,Kavango West,Car Theft,5
2023,2,2023-02-01,Kavango West,Drug Related,34
2023,2,2023-02-01,Zambezi,Theft,60
2023,2,2023-02-01,Zambezi,Assault,46
2023,2,2023-02-01,Zambezi,Robbery,25
2023,2,2023-02-01,Zambezi,Sexual Offence,14
2023,2,2023-02-01,Zambezi,Housebreaking,30
2023,2,2023-02-01,Zambezi,Fraud,18
2023,2,2023-02-01,Zambezi,Car Theft,11
2023,2,2023-02-01,Zambezi,Drug Related,28
2023,2,2023-02-01,Hardap,Theft,57
2023,2,2023-02-01,Hardap,Assault,50
2023,2,2023-02-01,Hardap,Robbery,21
2023,2,2023-02-01,Hardap,Sexual Offence,14
2023,2,2023-02-01,Hardap,Housebreaking,48
2023,2,2023-02-01,Hardap,Fraud,21
2023,2,2023-02-01,Hardap,Car Theft,14
2023,2,2023-02-01,Hardap,Drug Related,32
2023,2,2023-02-01,ǁKaras,Theft,57
2023,2,2023-02-01,ǁKaras,Assault,43
2023,2,2023-02-01,ǁKaras,Robbery,18
2023,2,2023-02-01,ǁKaras,Sexual Offence,11
2023,2,2023-02-01,ǁKaras,Housebreaking,45
2023,2,2023-02-01,ǁKaras,Fraud,27
2023,2,2023-02-01,ǁKaras,Car Theft,11
2023,2,2023-02-01,ǁKaras,Drug Related,27
2023,2,2023-02-01,Omaheke,Theft,58
2023,2,2023-02-01,Omaheke,Assault,36
2023,2,2023-02-01,Omaheke,Robbery,15
2023,2,2023-02-01,Omaheke,Sexual Offence,16
2023,2,2023-02-01,Omaheke,Housebreaking,34
2023,2,2023-02-01,Omaheke,Fraud,20
2023,2,2023-02-01,Omaheke,Car Theft,9
2023,2,2023-02-01,Omaheke,Drug Related,35
2023,3,2023-03-01,Khomas,Theft,149
2023,3,2023-03-01,Khomas,Assault,93
2023,3,2023-03-01,Khomas,Robbery,62
2023,3,2023-03-01,Khomas,Sexual Offence,49
2023,3,2023-03-01,Khomas,Housebreaking,85
2023,3,2023-03-01,Khomas,Fraud,53
2023,3,2023-03-01,Khomas,Car Theft,23
2023,3,2023-03-01,Khomas,Drug Related,78
2023,3,2023-03-01,Erongo,Theft,155
2023,3,2023-03-01,Erongo,Assault,126
2023,3,2023-03-01,Erongo,Robbery,86
2023,3,2023-03-01,Erongo,Sexual Offence,42
2023,3,2023-03-01,Erongo,Housebreaking,116
2023,3,2023-03-01,Erongo,Fraud,54
2023,3,2023-03-01,Erongo,Car Theft,27
2023,3,2023-03-01,Erongo,Drug Related,85
2023,3,2023-03-01,Oshana,Theft,154
2023,3,2023-03-01,Oshana,Assault,91
2023,3,2023-03-01,Oshana,Robbery,69
2023,3,2023-03-01,Oshana,Sexual Offence,31
2023,3,2023-03-01,Oshana,Housebreaking,90
2023,3,2023-03-01,Oshana,Fraud,59
2023,3,2023-03-01,Oshana,Car Theft,20
2023,3,2023-03-01,Oshana,Drug Related,83
2023,3,2023-03-01,Ohangwena,Theft,155
2023,3,2023-03-01,Ohangwena,Assault,110
2023,3,2023-03-01,Ohangwena,Robbery,77
2023,3,2023-03-01,Ohangwena,Sexual Offence,39
2023,3,2023-03-01,Ohangwena,Housebreaking,94
2023,3,2023-03-01,Ohangwena,Fraud,60
2023,3,2023-03-01,Ohangwena,Car Theft,35
2023,3,2023-03-01,Ohangwena,Drug Related,66
2023,3,2023-03-01,Oshikoto,Theft,63
2023,3,2023-03-01,Oshikoto,Assault,53
2023,3,2023-03-01,Oshikoto,Robbery,21
2023,3,2023-03-01,Oshikoto,Sexual Offence,11
2023,3,2023-03-01,Oshikoto,Housebreaking,38
2023,3,2023-03-01,Oshikoto,Fraud,15
2023,3,2023-03-01,Oshikoto,Car Theft,11
2023,3,2023-03-01,Oshikoto,Drug Related,32
2023,3,2023-03-01,Omusati,Theft,52
2023,3,2023-03-01,Omusati,Assault,39
2023,3,2023-03-01,Omusati,Robbery,20
2023,3,2023-03-01,Omusati,Sexual Offence,18
2023,3,2023-03-01,Omusati,Housebreaking,37
2023,3,2023-03-01,Omusati,Fraud,16
2023,3,2023-03-01,Omusati,Car Theft,11
2023,3,2023-03-01,Omusati,Drug Related,24
2023,3,2023-03-01,Kunene,Theft,50
2023,3,2023-03-01,Kunene,Assault,50
2023,3,2023-03-01,Kunene,Robbery,23
2023,3,2023-03-01,Kunene,Sexual Offence,16
2023,3,2023-03-01,Kunene,Housebreaking,41
2023,3,2023-03-01,Kunene,Fraud,15
2023,3,2023-03-01,Kunene,Car Theft,7
2023,3,2023-03-01,Kunene,Drug Related,20
2023,3,2023-03-01,Otjozondjupa,Theft,75
2023,3,2023-03-01,Otjozondjupa,Assault,39
2023,3,2023-03-01,Otjozondjupa,Robbery,26
2023,3,2023-03-01,Otjozondjupa,Sexual Offence,16
2023,3,2023-03-01,Otjozondjupa,Housebreaking,39
2023,3,2023-03-01,Otjozondjupa,Fraud,17
2023,3,2023-03-01,Otjozondjupa,Car Theft,15
2023,3,2023-03-01,Otjozondjupa,Drug Related,21
2023,3,2023-03-01,Kavango East,Theft,160
2023,3,2023-03-01,Kavango East,Assault,114
2023,3,2023-03-01,Kavango East,Robbery,72
2023,3,2023-03-01,Kavango East,Sexual Offence,33
2023,3,2023-03-01,Kavango East,Housebreaking,95
2023,3,2023-03-01,Kavango East,Fraud,68
2023,3,2023-03-01,Kavango East,Car Theft,33
2023,3,2023-03-01,Kavango East,Drug Related,75
2023,3,2023-03-01,Kavango West,Theft,45
2023,3,2023-03-01,Kavango West,Assault,48
2023,3,2023-03-01,Kavango West,Robbery,25
2023,3,2023-03-01,Kavango West,Sexual Offence,12
2023,3,2023-03-01,Kavango West,Housebreaking,39
2023,3,2023-03-01,Kavango West,Fraud,24
2023,3,2023-03-01,Kavango West,Car Theft,10
2023,3,2023-03-01,Kavango West,Drug Related,22
2023,3,2023-03-01,Zambezi,Theft,62
2023,3,2023-03-01,Zambezi,Assault,38
2023,3,2023-03-01,Zambezi,Robbery,20
2023,3,2023-03-01,Zambezi,Sexual Offence,21
2023,3,2023-03-01,Zambezi,Housebreaking,44
2023,3,2023-03-01,Zambezi,Fraud,20
2023,3,2023-03-01,Zambezi,Car Theft,12
2023,3,2023-03-01,Zambezi,Drug Related,28
2023,3,2023-03-01,Hardap,Theft,54
2023,3,2023-03-01,Hardap,Assault,40
2023,3,2023-03-01,Hardap,Robbery,28
2023,3,2023-03-01,Hardap,Sexual Offence,15
2023,3,2023-03-01,Hardap,Housebreaking,35
2023,3,2023-03-01,Hardap,Fraud,22
2023,3,2023-03-01,Hardap,Car Theft,7
2023,3,2023-03-01,Hardap,Drug Related,31
2023,3,2023-03-01,ǁKaras,Theft,55
2023,3,2023-03-01,ǁKaras,Assault,40
2023,3,2023-03-01,ǁKaras,Robbery,28
2023,3,2023-03-01,ǁKaras,Sexual Offence,17
2023,3,2023-03-01,ǁKaras,Housebreaking,37
2023,3,2023-03-01,ǁKaras,Fraud,20
2023,3,2023-03-01,ǁKaras,Car Theft,13
2023,3,2023-03-01,ǁKaras,Drug Related,29
2023,3,2023-03-01,Omaheke,Theft,65
2023,3,2023-03-01,Omaheke,Assault,36
2023,3,2023-03-01,Omaheke,Robbery,19
2023,3,2023-03-01,Omaheke,Sexual Offence,14
2023,3,2023-03-01,Omaheke,Housebreaking,32
2023,3,2023-03-01,Omaheke,Fraud,22
2023,3,2023-03-01,Omaheke,Car Theft,5
2023,3,2023-03-01,Omaheke,Drug Related,30
2023,4,2023-04-01,Khomas,Theft,176
2023,4,2023-04-01,Khomas,Assault,120
2023,4,2023-04-01,Khomas,Robbery,58
2023,4,2023-04-01,Khomas,Sexual Offence,42
2023,4,2023-04-01,Khomas,Housebreaking,97
2023,4,2023-04-01,Khomas,Fraud,46
2023,4,2023-04-01,Khomas,Car Theft,35
2023,4,2023-04-01,Khomas,Drug Related,83
2023,4,2023-04-01,Erongo,Theft,156
2023,4,2023-04-01,Erongo,Assault,134
2023,4,2023-04-01,Erongo,Robbery,52
2023,4,2023-04-01,Erongo,Sexual Offence,32
2023,4,2023-04-01,Erongo,Housebreaking,94
2023,4,2023-04-01,Erongo,Fraud,56
2023,4,2023-04-01,Erongo,Car Theft,24
2023,4,2023-04-01,Erongo,Drug Related,70
2023,4,2023-04-01,Oshana,Theft,142
2023,4,2023-04-01,Oshana,Assault,115
2023,4,2023-04-01,Oshana,Robbery,72
2023,4,2023-04-01,Oshana,Sexual Offence,35
2023,4,2023-04-01,Oshana,Housebreaking,111
2023,4,2023-04-01,Oshana,Fraud,45
2023,4,2023-04-01,Oshana,Car Theft,26
2023,4,2023-04-01,Oshana,Drug Related,86
2023,4,2023-04-01,Ohangwena,Theft,164
2023,4,2023-04-01,Ohangwena,Assault,104
2023,4,2023-04-01,Ohangwena,Robbery,66
2023,4,2023-04-01,Ohangwena,Sexual Offence,38
2023,4,2023-04-01,Ohangwena,Housebreaking,98
2023,4,2023-04-01,Ohangwena,Fraud,50
2023,4,2023-04-01,Ohangwena,Car Theft,32
2023,4,2023-04-01,Ohangwena,Drug Related,83
2023,4,2023-04-01,Oshikoto,Theft,60
2023,4,2023-04-01,Oshikoto,Assault,48
2023,4,2023-04-01,Oshikoto,Robbery,20
2023,4,2023-04-01,Oshikoto,Sexual Offence,14
2023,4,2023-04-01,Oshikoto,Housebreaking,35
2023,4,2023-04-01,Oshikoto,Fraud,17
2023,4,2023-04-01,Oshikoto,Car Theft,5
2023,4,2023-04-01,Oshikoto,Drug Related,23
2023,4,2023-04-01,Omusati,Theft,49
2023,4,2023-04-01,Omusati,Assault,57
2023,4,2023-04-01,Omusati,Robbery,29
2023,4,2023-04-01,Omusati,Sexual Offence,13
2023,4,2023-04-01,Omusati,Housebreaking,36
2023,4,2023-04-01,Omusati,Fraud,18
2023,4,2023-04-01,Omusati,Car Theft,11
2023,4,2023-04-01,Omusati,Drug Related,20
2023,4,2023-04-01,Kunene,Theft,52
2023,4,2023-04-01,Kunene,Assault,53
2023,4,2023-04-01,Kunene,Robbery,22
2023,4,2023-04-01,Kunene,Sexual Offence,18
2023,4,2023-04-01,Kunene,Housebreaking,39
2023,4,2023-04-01,Kunene,Fraud,20
2023,4,2023-04-01,Kunene,Car Theft,12
2023,4,2023-04-01,Kunene,Drug Related,32
2023,4,2023-04-01,Otjozondjupa,Theft,52
2023,4,2023-04-01,Otjozondjupa,Assault,51
2023,4,2023-04-01,Otjozondjupa,Robbery,24
2023,4,2023-04-01,Otjozondjupa,Sexual Offence,8
2023,4,2023-04-01,Otjozondjupa,Housebreaking,36
2023,4,2023-04-01,Otjozondjupa,Fraud,24
2023,4,2023-04-01,Otjozondjupa,Car Theft,8
2023,4,2023-04-01,Otjozondjupa,Drug Related,37
2023,4,2023-04-01,Kavango East,Theft,173
2023,4,2023-04-01,Kavango East,Assault,120
2023,4,2023-04-01,Kavango East,Robbery,75
2023,4,2023-04-01,Kavango East,Sexual Offence,37
2023,4,2023-04-01,Kavango East,Housebreaking,83
2023,4,2023-04-01,Kavango East,Fraud,62
2023,4,2023-04-01,Kavango East,Car Theft,25
2023,4,2023-04-01,Kavango East,Drug Related,77
2023,4,2023-04-01,Kavango West,Theft,57
2023,4,2023-04-01,Kavango West,Assault,47
2023,4,2023-04-01,Kavango West,Robbery,24
2023,4,2023-04-01,Kavango West,Sexual Offence,15
2023,4,2023-04-01,Kavango West,Housebreaking,42
2023,4,2023-04-01,Kavango West,Fraud,20
2023,4,2023-04-01,Kavango West,Car Theft,6
2023,4,2023-04-01,Kavango West,Drug Related,26
2023,4,2023-04-01,Zambezi,Theft,52
2023,4,2023-04-01,Zambezi,Assault,33
2023,4,2023-04-01,Zambezi,Robbery,30
2023,4,2023-04-01,Zambezi,Sexual Offence,12
2023,4,2023-04-01,Zambezi,Housebreaking,48
2023,4,2023-04-01,Zambezi,Fraud,15
2023,4,2023-04-01,Zambezi,Car Theft,12
2023,4,2023-04-01,Zambezi,Drug Related,23
2023,4,2023-04-01,Hardap,Theft,51
2023,4,2023-04-01,Hardap,Assault,34
2023,4,2023-04-01,Hardap,Robbery,22
2023,4,2023-04-01,Hardap,Sexual Offence,23
2023,4,2023-04-01,Hardap,Housebreaking,39
2023,4,2023-04-01,Hardap,Fraud,27
2023,4,2023-04-01,Hardap,Car Theft,7
2023,4,2023-04-01,Hardap,Drug Related,48
2023,4,2023-04-01,ǁKaras,Theft,76
2023,4,2023-04-01,ǁKaras,Assault,36
2023,4,2023-04-01,ǁKaras,Robbery,25
2023,4,2023-04-01,ǁKaras,Sexual Offence,18
2023,4,2023-04-01,ǁKaras,Housebreaking,47
2023,4,2023-04-01,ǁKaras,Fraud,21
2023,4,2023-04-01,ǁKaras,Car Theft,4
2023,4,2023-04-01,ǁKaras,Drug Related,24
2023,4,2023-04-01,Omaheke,Theft,53
2023,4,2023-04-01,Omaheke,Assault,41
2023,4,2023-04-01,Omaheke,Robbery,17
2023,4,2023-04-01,Omaheke,Sexual Offence,17
2023,4,2023-04-01,Omaheke,Housebreaking,38
2023,4,2023-04-01,Omaheke,Fraud,24
2023,4,2023-04-01,Omaheke,Car Theft,14
2023,4,2023-04-01,Omaheke,Drug Related,26
2023,5,2023-05-01,Khomas,Theft,170
2023,5,2023-05-01,Khomas,Assault,128
2023,5,2023-05-01,Khomas,Robbery,62
2023,5,2023-05-01,Khomas,Sexual Offence,41
2023,5,2023-05-01,Khomas,Housebreaking,122
2023,5,2023-05-01,Khomas,Fraud,50
2023,5,2023-05-01,Khomas,Car Theft,21
2023,5,2023-05-01,Khomas,Drug Related,98
2023,5,2023-05-01,Erongo,Theft,170
2023,5,2023-05-01,Erongo,Assault,110
2023,5,2023-05-01,Erongo,Robbery,65
2023,5,2023-05-01,Erongo,Sexual Offence,34
2023,5,2023-05-01,Erongo,Housebreaking,100
2023,5,2023-05-01,Erongo,Fraud,57
2023,5,2023-05-01,Erongo,Car Theft,21
2023,5,2023-05-01,Erongo,Drug Related,69
2023,5,2023-05-01,Oshana,Theft,143
2023,5,2023-05-01,Oshana,Assault,112
2023,5,2023-05-01,Oshana,Robbery,58
2023,5,2023-05-01,Oshana,Sexual Offence,33
2023,5,2023-05-01,Oshana,Housebreaking,111
2023,5,2023-05-01,Oshana,Fraud,50
2023,5,2023-05-01,Oshana,Car Theft,41
2023,5,2023-05-01,Oshana,Drug Related,71
2023,5,2023-05-01,Ohangwena,Theft,137
2023,5,2023-05-01,Ohangwena,Assault,120
2023,5,2023-05-01,Ohangwena,Robbery,61
2023,5,2023-05-01,Ohangwena,Sexual Offence,55
2023,5,2023-05-01,Ohangwena,Housebreaking,109
2023,5,2023-05-01,Ohangwena,Fraud,38
2023,5,2023-05-01,Ohangwena,Car Theft,18
2023,5,2023-05-01,Ohangwena,Drug Related,69
2023,5,2023-05-01,Oshikoto,Theft,64
2023,5,2023-05-01,Oshikoto,Assault,47
2023,5,2023-05-01,Oshikoto,Robbery,26
2023,5,2023-05-01,Oshikoto,Sexual Offence,22
2023,5,2023-05-01,Oshikoto,Housebreaking,48
2023,5,2023-05-01,Oshikoto,Fraud,30
2023,5,2023-05-01,Oshikoto,Car Theft,9
2023,5,2023-05-01,Oshikoto,Drug Related,25
2023,5,2023-05-01,Omusati,Theft,51
2023,5,2023-05-01,Omusati,Assault,55
2023,5,2023-05-01,Omusati,Robbery,25
2023,5,2023-05-01,Omusati,Sexual Offence,15
2023,5,2023-05-01,Omusati,Housebreaking,36
2023,5,2023-05-01,Omusati,Fraud,18
2023,5,2023-05-01,Omusati,Car Theft,12
2023,5,2023-05-01,Omusati,Drug Related,17
2023,5,2023-05-01,Kunene,Theft,51
2023,5,2023-05-01,Kunene,Assault,52
2023,5,2023-05-01,Kunene,Robbery,22
2023,5,2023-05-01,Kunene,Sexual Offence,15
2023,5,2023-05-01,Kunene,Housebreaking,39
2023,5,2023-05-01,Kunene,Fraud,15
2023,5,2023-05-01,Kunene,Car Theft,13
2023,5,2023-05-01,Kunene,Drug Related,29
2023,5,2023-05-01,Otjozondjupa,Theft,63
2023,5,2023-05-01,Otjozondjupa,Assault,41
2023,5,2023-05-01,Otjozondjupa,Robbery,32
2023,5,2023-05-01,Otjozondjupa,Sexual Offence,11
2023,5,2023-05-01,Otjozondjupa,Housebreaking,43
2023,5,2023-05-01,Otjozondjupa,Fraud,16
2023,5,2023-05-01,Otjozondjupa,Car Theft,10
2023,5,2023-05-01,Otjozondjupa,Drug Related,23
2023,5,2023-05-01,Kavango East,Theft,165
2023,5,2023-05-01,Kavango East,Assault,112
2023,5,2023-05-01,Kavango East,Robbery,67
2023,5,2023-05-01,Kavango East,Sexual Offence,44
2023,5,2023-05-01,Kavango East,Housebreaking,100
2023,5,2023-05-01,Kavango East,Fraud,46
2023,5,2023-05-01,Kavango East,Car Theft,18
2023,5,2023-05-01,Kavango East,Drug Related,54
2023,5,2023-05-01,Kavango West,Theft,65
2023,5,2023-05-01,Kavango West,Assault,47
2023,5,2023-05-01,Kavango West,Robbery,19
2023,5,2023-05-01,Kavango West,Sexual Offence,10
